game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-09,719192,3,5,8,Damiano Palmegiani,671913,Jacob Robson,615699,robsoja01,Denzel Clarke,672016,Dasan Brown,672018,Edouard Julien,666397,julieed01,Kellin Deglan,592256,Owen Caissie,683357,Jared Young,676724,youngja02,Otto Lopez,672640,lopezot01,Mike Ford,645801,fordmi01,Robert Perez Jr.,672596,Brian O'Keefe,657247,okeefbr01,Jonatan Clase,682729,clasejo01,Kean Wong,642221,wongke01,Zach DeLoach,676113,deloaza01,Leo Rivas,660844,rivasle01,Kaden Polcovich,687659,Alberto Rodriguez,679754,Zastryzny,642239,zastrro01,Albers,452027,alberan01,Aumont,518418,aumonph01,Onyshko,647306,Diaz,666301,"Smith, C",671922,smithca06,Mathieson,455949,mathisc01,"Gonzales, M",594835,gonzama02,Sheffield,656954,sheffju01,Sewald,623149,sewalpa01,Berroa,672860,berropr01,Haberer,683065,Clarke,669247,Bukauskas,656266,bukaujb01
