game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-03-02,748141,3,7,10,Josh Breaux,677007,Agustin Ramirez,682663,Jace Avina,701778,Caleb Durbin,702332,Spencer Jones,682987,Ben Rice,700250,Jeter Downs,669023,downsje01,Jahmai Jones,663330,jonesja08,Brandon Lockridge,663604,Ryan McKenna,663630,mckenry01,Diego A. Castillo,660636,castidi02,Kyle Stowers,669065,stoweky01,Collin Burns,700936,Adam Retzbach,806273,Errol Robinson,642021,Daniel Johnson,669288,johnsda07,Michael Pérez,605421,perezmi03,Matthew Etzel,803033,Stroman,573186,stromma01,Morris,663752,morrico01,"Ramirez, N",598286,ramirni01,Liranzo,622338,Burdi,595897,burdini01,"Irvin, C",608344,irvinco01,Teheran,527054,teherju01,Tate,622253,tatedi01,Vespi,663989,vespini01,"González, L",593574,Charles,664301,Rinehart,686827,Hennen,802402
