game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-21,641755,11,1,12,Michael Harris II,671739,harrimi04,Ehire Adrianza,501303,adriaeh01,Sean Kazmar Jr.,453527,kazmase01,William Contreras,661388,contrwi02,Pablo Sandoval,467055,sandopa01,Ryan Goins,572365,goinsry01,Phillip Ervin,640447,ervinph01,Jacob Webb,657097,webbja01,Abraham Almonte,501659,almonab01,Dalton Kelly,665138,Wander Franco,677551,francwa01,Esteban Quiroz,606019,quiroes01,Tristan Gray,656484,graytr01,Garrett Whitley,663605,Miles Mastrobuoni,670156,mastrmi01,Ryan Boldt,624416,Brett Sullivan,664954,sullibr01,Joseph Odom,641929,odomjo01,Fried,608331,friedma01,Edwards Jr.,605218,edwarca01,Minter,621345,minteaj01,"Webb, J",657097,webbja01,Yarbrough,642232,yarbrry01,"Ríos, Y",605441,riosya01,Moran,572383,moranbr01,Reed,642003,reedco01,Hess,605276,hessda01,Strickland,519326,strichu01
