game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-02-27,719346,8,6,14,Michael Gigliotti,669377,Tyler Fitzgerald,666149,fitzgty01,Ricardo Genovés,665648,Blake Sabol,666165,sabolbl01,Shane Matheny,676847,Ford Proctor,665154,proctfo01,Logan Wyatt,668824,Carter Williams,688832,Grant McCray,687529,Trey Cabbage,663550,cabbatr01,Kevin Padlo,656821,padloke01,Edgar Quero,700337,Aaron Whitefield,664334,whiteaa01,Jeremiah Jackson,669236,Michael Stefanic,683021,stefami01,Jo Adell,666176,adelljo01,Andrew Velazquez,623205,velazan01,Bryce Teodosio,669326,Webb,657277,webblo01,Winn,676775,winnke01,Llovera,661440,llovema01,Dabovich,681924,Cruz,678804,Delaplane,676845,Adón,661536,Fletcher,667465,fletcaa01,Sandoval,663776,sandopa02,Barria,642545,barrija01,Estévez,608032,estevca01,"Soriano, J",667755,soriajo02,Herget,623474,hergeji01,Garza,621057,garzaju01,Vieaux,664944,vieauca01,"Diaz, J",646242,diazjh01
