game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-03-07,719240,10,2,12,Eddinson Paulino,682796,Stephen Scott,679663,Phillip Sikes,689651,Ryan Fitzgerald,680837,Gilberto Jimenez,678362,Narciso Crook,643271,crookna01,Nick Sogard,686765,Christian Koss,683766,Tyler Dearden,676280,Joe Dunand,656388,dunanjo01,Yolmer Sánchez,570560,sanchca01,Ehire Adrianza,501303,adriaeh01,Adeiny Hechavarría,588751,hechaad01,Forrest Wall,657088,wallfo01,Marcell Ozuna,542303,ozunama01,Joe Hudson,621529,hudsojo03,Eli White,642201,whiteel04,Magneuris Sierra,642423,sierrma01,Houck,656557,houckta01,Mata,667356,Schreiber,670167,schrejo01,"Dermody, M",571616,dermoma01,Shuster,694363,shustja01,Chavez,445926,chaveje01,Vodnik,680767,vodnivi01,"Anderson, N",623433,anderni01,"Lee, D",669276,leedy01,Elledge,676220,elledse01,Moran,572383,moranbr01,"Young, D",664849,youngda02
