game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-13,642071,2,10,12,Michael Hermosillo,641684,hermomi01,Andy Weber,681581,Ildemaro Vargas,545121,vargail01,Nick Martini,605361,martini02,Alfonso Rivas III,663845,rivasal01,Trent Giambrone,623508,giambtr01,Matt Duffy,622110,duffyma01,Taylor Gushue,656494,gushuta01,Rafael Ortega,542364,ortegra01,Seuly Matias,665890,Anderson Miller,663402,Sebastián  Rivero,665861,riverse01,Jeison Guzmán,665834,Bubba Starling,605490,starlbu01,Nicky Lopez,670032,lopezni01,Nick Pratto,668472,prattni01,Ryan McBroom,643436,mcbrory01,Emmanuel Rivera,656896,riverem01,Alzolay,640470,alzolad01,Maples,596027,mapledi01,"Stewart, K",640464,stewako01,Vasto,657786,vastoje01,Rucker,621074,ruckemi01,Lynch IV,663738,lynchda02,Brach,542960,brachbr01,Cox,680735,coxau01,"Zimmer, K",622092,zimmeky01,"Hernández, C",672578,hernaca04
