game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-03-24,706904,1,7,8,Kameron Misner,670224,Diego Infante,672653,Jordan Qsar,682040,Greg Jones,675659,Grant Witherspoon,680710,Esteban Quiroz,606019,quiroes01,Tristan Gray,656484,graytr01,Blake Hunt,675448,Miles Mastrobuoni,670156,mastrmi01,Mark Contreras,676628,contrma01,Tim Beckham,542921,beckhti01,Caleb Hamilton,643348,hamilca01,Elliot Soto,519303,sotoel01,Daniel Robertson,621002,roberda10,Aaron Sabato,693306,Jermaine Palacios,650339,palacje01,Leobaldo Cabrera,660659,Gilberto Celestino,665482,celesgi01,Rasmussen,656876,rasmudr01,Kittredge,552640,kittran01,Beeks,656222,beeksja02,Fairbanks,664126,fairbpe01,Poche,621363,pocheco01,Adam,592094,adamja01,Springs,605488,sprinje01,Ober,641927,oberba01,Thielbar,573204,thielca01,Cotton,605194,cottojh01,Minaya,573668,minayju01,"Duran, J",661395,duranjh01
