game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2024-03-08,748056,4,4,Elly De La Cruz,682829,delacel01,Mike Ford,645801,fordmi01,Will Benson,666181,bensowi01,Tyler Stephenson,663886,stephty01,Christian Encarnacion-Strand,687952,encarch01,Bubba Thompson,669352,thompbu01,Jonathan India,663697,indiajo01,Josh Harrison,543281,harrijo05,Stuart Fairchild,656413,faircst01,Chris Taylor,621035,tayloch03,Max Muncy,571970,muncyma01,Freddie Freeman,518692,freemfr01,Gavin Lux,666158,luxga01,Austin Barnes,605131,barneau01,Jason Heyward,518792,heywaja01,Shohei Ohtani,660271,ohtansh01,Teoscar Hernández,606192,hernate01,Mookie Betts,605141,bettsmo01,"Martinez, N",607259,martini01,Wilson,458677,wilsoju10,Varland,681402,varlagu01,Yarbrough,642232,yarbrry01
