game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-03-30,706997,7,7,Evan Carter,694497,carteev01,Yonny Hernández,660634,hernayo02,Dustin Harris,687957,Blaine Crim,688760,Willie Calhoun,641432,calhowi01,Meibrys Viloria,650619,vilorme01,Kellen Strahm,687005,Nash Knight,665227,Charlie Culberson,518586,culbech01,Luis Alexander Basabe,642772,basablu01,Gavin Sheets,657757,sheetga01,Zach Remillard,621545,remilza01,Seby Zavala,664874,zavalse01,Danny Mendick,664901,mendida01,Dwight Smith Jr.,596105,smithdw02,Micker Adolfo,650520,Matt Foster,641582,fostema01,Romy Gonzalez,663853,gonzaro01,"Pérez, M",527048,perezma02,"Holland, G",518813,hollagr01,"Richards, G",572070,richaga01,King,667463,kingjo01,"Martin, B",656685,martibr01,Nordlin,676699,Bush,456713,bushma01,Cease,656302,ceasedy01,Sousa,656986,sousabe01,"López, R",625643,lopezre01,"Ruiz, J",614179,ruizjo01,Foster,641582,fostema01
