game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-04,719282,4,4,8,Cesar Gomez,685461,Alex McKenna,665173,Bligh Madris,676632,madribl01,Tyler Whitaker,696264,Dixon Machado,553988,machadi01,Yainer Diaz,673237,diazya02,Corey Julks,667452,julksco01,Leosdany Molina,702416,Zach Daniels,671113,Niko Goodrum,592348,goodrni01,Stephen Scott,679663,Ryan Fitzgerald,680837,Ceddanne Rafaela,678882,rafaece01,Ronaldo Hernández,660613,Narciso Crook,643271,crookna01,Daniel Palka,594953,palkada01,Nick Sogard,686765,Enmanuel Valdez,665839,valdeen01,Dubin,681869,dubinsh01,"Garcia, B",650530,garcibr01,Endersby,684544,Conn,681958,Gordon,676467,Gomez,685461,Pivetta,601713,pivetni01,Faria,607188,fariaja01,Jansen,445276,janseke01,Martin,455119,martich02,Winckowski,670174,winckjo01,Mosqueda,665996,Booser,592155,booseca01
