game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-01,642028,1,1,Abiatal Avelino,623214,aveliab01,Christopher Morel,666624,morelch01,Michael Hermosillo,641684,hermomi01,Brennen Davis,680695,P.J. Higgins,664731,higgipj01,Alfonso Rivas III,663845,rivasal01,Trent Giambrone,623508,giambtr01,Taylor Gushue,656494,gushuta01,Rafael Ortega,542364,ortegra01,Joshua Mears,687084,Eguy Rosario,666703,rosareg01,Pedro Florimón,465753,floripe01,Jorge Oña,671250,onajo01,Ivan Castillo,622668,castiiv01,Gosuke Katoh,641741,katohgo01,Tommy Pham,502054,phamth01,Robert Hassell III,690987,Webster Rivas,593590,rivaswe01,Hendricks,543294,hendrky01,"Miller, S",571946,millesh01,Brothers,571521,brothre01,Biagini,607352,biagijo01,"Miller, T",668338,millety01,Megill,656730,megiltr01,Paddack,663978,paddach01,Camarena,547176,camarda01,Reeves,656885,"Ramirez, N",598286,ramirni01
