game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID
2021-05-27,633974,2,2,Bo Bichette,666182,bichebo01,Rowdy Tellez,642133,tellero01,Randal Grichuk,545341,grichra01,Marcus Semien,543760,semiema01,Santiago Espinal,669289,espinsa01,Reese McGuire,624512,mcguire01,Teoscar Hernández,606192,hernate01,Vladimir Guerrero Jr.,665489,guerrvl02,Jonathan Davis,641505,davisjo05,DJ LeMahieu,518934,lemahdj01,Mike Ford,645801,fordmi01,Clint Frazier,640449,frazicl01,Aaron Judge,592450,judgeaa01,Rougned Odor,596059,odorro01,Kyle Higashioka,543309,higasky01,Miguel Andujar,609280,andujmi01,Gleyber Torres,650402,torregl01,Brett Gardner,458731,gardnbr01,Manoah,666201,manoaal01,Romano,605447,romanjo03,Germán,593334,germado01,Luetge,476595,luetglu01
