game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2024-02-25,748245,2,2,Collin Burns,700936,Enrique Bradfield Jr.,690961,Maverick Handley,668974,Coby Mayo,691723,Carter Young,677356,John Rhodes,687981,Tyler Nevin,663527,nevinty01,Errol Robinson,642021,Daniel Johnson,669288,johnsda07,Matt Gorski,685301,Sergio Alcántara,642727,alcanse01,Jack Brannigan,687394,Joe Perez,669309,perezjo02,Jase Bowen,687749,Termarr Johnson,702261,Gilberto Celestino,665482,celesgi01,Grant Koch,667428,Tsung-Che Cheng,691907,"Irvin, C",608344,irvinco01,Akin,669211,akinke01,Baker,641329,bakerbr01,Davidson,656353,davidtu01,"González, L",593574,Charles,664301,Long,702465,"Keller, M",656605,kellemi03,Moreta,664294,moretda01,Ryan,656924,ryanry01,Honeywell,641703,honeybr01,Sadzeck,592712,sadzeco01,Alldred,682027,alldrca01,Mattson,676755,mattsis01,Feigl,621399
