game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-03-28,706869,1,7,8,Yusniel Díaz,666783,diazyu01,Joey Ortiz,687401,ortizjo06,Gunnar Henderson,683002,hendegu01,Beau Taylor,607333,taylobe11,Colton Cowser,681297,cowseco01,Coby Mayo,691723,John Rhodes,687981,Jordan Westburg,676059,westbjo01,Jacob Nottingham,641924,nottija01,Yairo Muñoz,622168,munozya01,Garrett Stubbs,596117,stubbga01,Matt Kroon,663714,Adam Haseley,656514,haselad01,Nick Maton,665155,matonni01,Mickey Moniak,666160,moniami01,John Andreoli,607430,andrejo03,Josh Ockimey,656807,Ronald Torreyes,591720,torrero01,Kremer,665152,kremede01,Bradish,680694,bradiky01,"Pérez, C",672335,perezci01,"Hall, DL",669084,halldl01,Greene,641632,greenco01,Naughton,676987,"Sánchez, C",650911,sanchcr01,Knebel,608349,knebeco01,Sherriff,595411,sherrry01,Hand,543272,handbr01,Familia,544727,familje01,Domínguez,622554,dominse01,Maples,596027,mapledi01
