game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_9_Name,Home_P_9_ID
2024-02-26,748217,8,3,11,Carlos Jorge,699115,Hernán Pérez,541650,perezhe01,Rece Hinds,677956,Jay Allen II,695481,Alex McGarry,685127,Michael Trautwein,681114,Anthony Alford,546990,alforan01,Austin Hendrick,690988,Jose Torres,686958,Yonny Hernández,660634,hernayo02,Mike Boeve,801670,Ramón Rodríguez,670232,Brock Wilken,694385,Yophery Rodriguez,806983,Eric Brown Jr.,687521,Isaac Collins,686555,Chris Roller,676896,rollech01,Luis Lara,800325,"Martinez, N",607259,martini01,Roa,685005,"Moore, A",681097,Legumina,668984,legumca01,Petty,695534,Lowder,695076,Heatherly,669436,"Crawford, Bro",663883,"Wilson, B",669060,wilsobr02,"Peguero, E",665625,pegueel01,Uribe,682842,uribeab01,Gasser,688107,gassero01,McKendry,679928,Myers,668964,myersto01,Henderson,701656,"Smith, S",681343,Yeager,687866
