game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-24,718981,7,1,8,Kramer Robertson,670298,roberkr01,Óscar Mercado,640458,mercaos01,Nolan Gorman,669357,gormano01,Jeremy Rivas,692405,Justin Toerner,682109,Pedro Pagés,686780,pagespe02,Matt Koperniak,689288,Luken Baker,663609,bakerlu01,Juniel Querecuto,578570,quereju01,Francisco Arcia,516472,arciafr01,Michael Chavis,656308,chavimi01,Daylen Lile,695734,Jacob Young,696285,youngja03,Riley Adams,656180,adamsri03,Cody Wilson,680963,wilsoco01,Jeter Downs,669023,downsje01,Darren Baker,671117,Matt Adams,571431,adamsma01,Mikolas,571945,mikolmi01,"Thompson, Z.D.",668868,thompza02,Naughton,676050,naughpa01,Kuhl,641771,kuhlch01,Banda,607455,bandaan01,Colomé,517008,colomal01,"Peralta, Wi",503449,peralwi01,"Machado, A",600921,machaan02
