game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2024-02-25,748238,6,8,14,Yoyner Fajardo,679938,Jorel Ortega,687567,Seth Gray,680799,Maddux Houghton,806368,Brian O'Keefe,657247,okeefbr01,Patrick Winkel,680868,Will Holland,683735,Alec Sayre,805297,Jose Salas,691191,Eddinson Paulino,682796,Elih Marrero,663503,Chase Meidroth,805367,Kyle Teel,691019,Kristian Campbell,692225,Juan Chacon,691370,Allan Castro,691369,Niko Kavadas,694359,Nick Sogard,686765,Ober,641927,oberba01,Stankiewicz,694496,"Jackson, J",543351,jacksja01,Funderburk,681892,fundeko01,Balazovic,666364,balazjo02,Boushley,676961,boushca01,Blewett,656240,blewesc01,Giolito,608337,giolilu01,Murphy,669684,murphch01,Weissert,669711,weissgr01,"Gonzalez, W",682790,Zeferjahn,666171,DiValerio,687938,Denlinger,690281,Scroggins,667414
