game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2023-02-28,719333,4,6,10,Coco Montes,663796,monteco01,Grant Lavigne,680693,Jordan Beck,687597,beckjo01,Brenton Doyle,686668,doylebr02,Jameson Hannah,680683,Julio Carreras,679734,Fernando Abad,472551,abadfe01,Willie MacIver,680862,Warming Bernabel,682653,Evan Carter,694497,carteev01,Elier Hernandez,609274,hernael02,Luisangel Acuña,682668,Brad Miller,543543,millebr02,Justin Foscue,679822,foscuju01,Jonathan Ornelas,680716,orneljo01,Mark Mathias,664029,mathima01,Ezequiel Duran,677649,duranez01,Sandy León,506702,leonsa01,Gomber,596295,gombeau01,Darnell,699911,Blach,621389,blachty01,"Lawrence, J",664875,lawreju01,Mears,683232,mearsni01,Kauffmann,666154,kauffka01,Abad,472551,abadfe01,Bradford,674003,bradfco01,"Kennedy, I",453178,kenneia01,"Barlow, J",669618,barlojo01,Moronta,606625,moronre01,Leiter,683004,leiteja01,Jacobsen,670437,Rocker,677958,Cody,621129,codyky01
