game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-02-29,748179,8,9,17,Matt Gorski,685301,Jack Brannigan,687394,Joe Perez,669309,perezjo02,Jake Lamb,571875,lambja01,Billy McKinney,641856,mckinbi01,Termarr Johnson,702261,Gilberto Celestino,665482,celesgi01,Grant Koch,667428,Tsung-Che Cheng,691907,Collin Burns,700936,Diego A. Castillo,660636,castidi02,Enrique Bradfield Jr.,690961,Carter Young,677356,Adam Retzbach,806273,David Bañuelos,675915,banueda01,Silas Ardoin,686976,Errol Robinson,642021,Daniel Johnson,669288,johnsda07,Skenes,694973,skenepa01,Falter,663559,falteba01,Borucki,621366,borucry01,Mlodzinski,669387,mlodzca01,Selby,681882,selbyco01,Harrington,802419,Solometo,696143,Sadzeck,592712,sadzeco01,Burnes,669203,burneco01,McSweeney,669682,Kimbrel,518886,kimbrcr01,Coulombe,543056,couloda01,"Pérez, C",672335,perezci01,Akin,669211,akinke01,"Webb, J",657097,webbja01,Davidson,656353,davidtu01
