game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_9_Name,Home_P_9_ID,Home_P_10_Name,Home_P_10_ID
2023-02-26,719373,8,10,18,Mikey Perez,668882,Ernie Yake,687044,Alex Isola,684576,Kyle Schmidt,686619,Kala'i Rosario,693850,Jake Rucker,696160,Chris Williams,675910,Will Holland,683735,DaShawn Keirsey Jr.,680577,Gabriel Rincones Jr.,687282,Hao-Yu  Lee,701678,Kody Clemens,665019,clemeko01,Aramis Garcia,605244,garciar01,Vito Friscia,687347,Ethan Wilson,681159,Garrett Whitley,663605,Pedro Martinez,680932,Will Toffey,657780,Ryan,657746,ryanjo04,Boyle,664082,Headrick,687396,headrbr01,Schulfer,662165,Megill,656730,megiltr01,Nordlin,676699,Laweryson,689520,St. John,657766,stjohlo01,Bellatti,571479,bellaan01,Brogdon,641401,brogdco01,"Vasquez, A",607755,vasquan02,Moore,686842,mooremc01,Marconi,687498,Killgore,681154,Lehman,656647,Leverett,687190,Garnett,702911,Zarbnisky,675640
