game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-02,719307,4,2,6,Andrew Bechtold,657510,Chance Sisco,642082,siscoch01,Aaron Sabato,693306,Kala'i Rosario,693850,Chris Williams,675910,Noah Miller,695653,Will Holland,683735,Jose Salas,691191,DaShawn Keirsey Jr.,680577,Roberto Alvarez,666712,Kameron Misner,670224,Ronny Simon,682927,Gavin Collins,641468,Ben Gamel,592325,gamelbe01,Curtis Mead,678554,meadcu01,Jonathan Aranda,666018,arandjo01,Jordan Qsar,682040,Osleivis Basabe,678545,basabos01,Maeda,628317,maedake01,Dobnak,677976,dobnara01,Jax,643377,jaxgr01,"Ortega, O",661383,ortegol01,Laweryson,689520,"Rodríguez, D",605446,rodride01,St. John,657766,stjohlo01,Eflin,621107,eflinza01,"Perez, H",660431,perezhe02,Montgomery,682254,Hembree,592390,hembrhe01,Schultz,621289,schulja02,Brigden,688953,Spraker,676942,Gross,679863
