game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2021-02-28,641992,2,1,3,Matt Davidson,571602,davidma02,Jacob Amaya,676070,amayaja01,Sheldon Neuse,641914,neusesh01,Tim Federowicz,543148,federti01,Luke Raley,670042,raleylu01,Miguel Vargas,678246,vargami01,Michael Busch,683737,buschmi02,James Outman,681546,outmaja01,Zach Reks,676646,reksza01,Carlos Pérez,542208,perezca02,Cody Thomas,642137,thomaco01,Vimael Machín,605353,machivi01,Tyler Soderstrom,691016,soderty01,Pete Kozma,518902,kozmape01,Michael Reed,642002,Nick Allen,669397,allenni02,Frank Schwindel,643524,schwifr01,Greg Deichmann,656364,deichgr01,Kickham,592464,kickhmi01,Uceta,670955,ucetaed01,"Santana, D",642701,santade01,Cleavinger,664076,cleavga01,Jackson,656578,jacksan01,Grove,675627,grovemi01,Jefferies,641726,jeffeda01,Kaprielian,621076,kaprija01,Weems,607179,weemsjo01,"Jiménez, D",666204,jimenda01,Acevedo,642758,acevedo01,Bracewell,659070,Angulo,656196
