game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-04-01,706936,6,7,13,Jack Rogers,679788,Francisco Urbaez,688005,Mat Nelson,680756,Quin Cotton,670199,Quincy McAfee,687331,Aristides Aquino,606157,aquinar01,TJ Hopkins,686759,hopkitj01,Garrett Wolforth,663446,Nick Quintana,666161,Austin Romine,519222,rominau01,Preston Palmeiro,641945,Ryan Aguilar,666922,aguilry01,Taylor Ward,621493,wardta01,Jose Rojas,670351,rojasjo02,Jose Guzman,679739,Braxton Martinez,664097,Francisco Del Valle,669303,Mike Peabody,675440,O'Brien,676617,obrieri01,Strickland,519326,strichu01,Santillan,663574,santito01,Hendrix,641682,hendrry01,Overton,656818,overtco01,Kuhnel,669270,kuhnejo01,Solomon,676660,solomja01,Detmers,672282,detmere01,Mayers,594577,mayermi01,Quijada,650671,quijajo01,Tepera,572193,teperry01,"Ortega, O",661383,ortegol01,"Marte, J",665896,martejo01
