game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2022-03-30,706786,29,8,37,Conner Capel,668843,capelco01,Alec Burleson,676475,burleal01,Kramer Robertson,670298,roberkr01,Cory Spangenberg,605486,spangco01,Ali Sánchez,645305,sanchal04,Matt Koperniak,689288,Lars Nootbaar,663457,nootbla01,Edmundo Sosa,624641,sosaed01,Brendan Donovan,680977,donovbr01,Riley Adams,656180,adamsri03,Jordy Barley,672357,Jake Alu,666906,aluja01,Mitch Longo,669675,Cole Freeman,670106,Joey Meneses,608841,menesjo01,Jacob Young,696285,youngja03,Yadiel Hernandez,628450,hernaya01,Gilbert Lara,658677,Mikolas,571945,mikolmi01,McFarland,519008,mcfartj01,Thomas,671162,Bosiokovic,670109,"Thompson, C",642140,Walsh,673904,walshja02,"Sánchez, An",434671,sanchan01,Voth,608723,vothau01,Finnegan,640448,finneky01,Cavalli,676917,cavalca01,"Pérez, F",660906,perezfr01,Manoah Jr.,656678
