game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-07,748077,5,4,9,Ernie Clement,676391,clemeer01,Luis De Los Santos,665782,Leo Jimenez,677870,Rafael Lantigua,672463,Will Robertson,683770,Rainer Nunez,678742,Steward Berroa,672642,Payton Henry,668721,henrypa01,Damiano Palmegiani,671913,Jace Jung,690291,Donny Sands,664848,sandsdo01,Dillon Dingler,693307,Wenceel Pérez,672761,perezwe01,Keston Hiura,669374,hiurake01,Ryan Vilade,668723,viladry01,Bligh Madris,676632,madribl01,Eddys Leonard,678760,Corey Joyce,687144,Francis,670102,francbo01,Bash,687856,Dallas,689149,Zulueta,691172,Pearson,663878,pearsna01,Pop,647315,popza01,Danner,668470,danneha01,Maeda,628317,maedake01,Hanifee,669724,hanifbr01,Wolf,663684,Chafin,605177,chafian01,Lange,656638,langeal01,Foley,671345,foleyja01,Faedo,656412,faedoal01
