game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2023-03-16,719096,9,6,15,Miguel Andujar,609280,andujmi01,Sergio Campana,682656,Nick Gonzales,693304,gonzani01,Carter Bins,670190,Connor Scott,669002,Drew Maggi,543482,maggidr01,Andrés Alvarez,687019,Sammy Siani,686445,Will Matthiessen,686843,Willie Calhoun,641432,calhowi01,Max Burt,661733,Benjamin Cowles,701496,Andrés Chaparro,665953,Mickey Gasper,681508,Wilmer Difo,594694,difowi01,Jasson Domínguez,691176,dominja01,Brandon Lockridge,663604,Billy McKinney,641856,mckinbi01,Oviedo,670912,oviedjo01,Crowe,640444,crowewi01,"Ramírez, Y",670990,ramiryo01,Ogle,669180,"Samaniego, T",701719,Minaya,573668,minayju01,Dombkowski,694298,Schmidt,657376,schmicl01,"Cordero, J",622772,cordeji01,"Peralta, Wa",593974,peralwa01,"Abreu, A",656061,abreual01,Evans,663770,evansde01,Norwood,656803,norwoja01
