game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-06,748090,5,6,11,Jorge Ruiz,702409,Tucker Flint,687272,Anthony Scull,703430,Livan Soto,670869,sotoli01,Charles Leblanc,641779,leblach01,Hunter Dozier,641531,doziehu01,Denzer Guzman,694203,Zach Humphreys,668876,Sonny DiChiara,800685,Owen Caissie,683357,Jorge Alfaro,595751,alfarjo01,Chase Strumpf,668664,Pete Crow-Armstrong,691718,crowape01,Jonathon Long,675085,Bryce Windham,690180,BJ Murray Jr.,681230,David Bote,623520,boteda01,Kevin Alcántara,682634,Detmers,672282,detmere01,Rosenberg,670046,rosenke01,Crouse,668968,crousha01,Herget,623474,hergeji01,Steele,657006,steelju01,Neris,593576,nerishe01,Alzolay,640470,alzolad01,Edwards Jr.,605218,edwarca01,Assad,665871,assadja01,Almonte,622075,almonye01
