game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2024-03-11,748014,3,3,Yoyner Fajardo,679938,Niko Goodrum,592348,goodrni01,Brian O'Keefe,657247,okeefbr01,Anthony Prato,668791,Dalton Shuffield,684922,Misael Urbina,682618,Maddux Houghton,806368,Will Holland,683735,Jose Salas,691191,Chadwick Tromp,644433,trompch01,Sabin Ceballos,694754,Cody Milligan,687862,Luke Waddell,680672,Nacho Alvarez Jr.,805373,Luis Liberato,642451,liberlu01,Ethan Workinger,689688,Ryan Casteel,592205,Jace Grady,800056,Paddack,663978,paddach01,Jax,643377,jaxgr01,Headrick,687396,headrbr01,Strider,675911,stridsp01,"Iglesias, R",628452,iglesra01,Bummer,607481,bummeaa01,Johnson,572955,johnspi01,Walsh,673904,walshja02
