game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-06-02,633834,7,6,13,Travis Blankenhorn,663905,blanktr01,Billy McKinney,641856,mckinbi01,Dominic Smith,642086,smithdo02,Pete Alonso,624413,alonspe01,Francisco Lindor,596019,lindofr01,Edwin Díaz,621242,diazed04,Kevin Pillar,607680,pillake01,José Peraza,606299,perazjo01,James McCann,543510,mccanja02,Josh Rojas,668942,rojasjo01,Eduardo Escobar,500871,escobed01,Nick Ahmed,605113,ahmedni01,Ketel Marte,606466,marteke01,Carson Kelly,608348,kellyca02,Ildemaro Vargas,545121,vargail01,David Peralta,444482,peralda01,Christian Walker,572233,walkech02,Pavin Smith,656976,smithpa04,"Peterson, D",656849,peterda01,Gsellman,607229,gsellro01,"Lugo, S",607625,lugose01,Castro,612434,castrmi01,Díaz,621242,diazed04,Bumgarner,518516,bumgama01,"Smith, R",642092,smithri01,"Clarke, T",664199,clarkta01,Ginkel,656464,ginkeke01,Buchter,488748,buchtry01,Soria,465657,soriajo01
