game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-20,719038,5,5,Bryan De La Cruz,650559,delacbr01,Jon Berti,542932,bertijo01,Jean Segura,516416,segurje01,Jesús Sánchez,660821,sanchje02,Chase Luttrell,702292,Brian Miller,675649,millebr03,Santiago Chávez,622700,Yuli Gurriel,493329,gourryu01,Ian Lewis,691588,Kramer Robertson,670298,roberkr01,Óscar Mercado,640458,mercaos01,Carlos Linarez,701800,Masyn Winn,691026,winnma01,Victor Scott II,687363,scottvi01,Pedro Pagés,686780,pagespe02,Matt Koperniak,689288,Taylor Motter,600301,motteta01,Juniel Querecuto,578570,quereju01,Castano,641447,castada01,Okert,595345,okertst01,Brazoban,623211,brazohu01,Puk,640462,pukaj01,"Scott, Tan",656945,scottta01,Woodford,663765,woodfja01,VerHagen,572403,verhadr01,"Cabrera, G",650893,cabrege01,"Hicks, J",663855,hicksjo03,Whitley,676831,whitlko01
