game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-22,706948,3,5,8,Max Muncy,691777,Tyler Soderstrom,691016,soderty01,Dérmis Garcia,660650,garcide02,Michael Reed,642002,Nick Allen,669397,allenni02,Drew Jackson,623515,jacksdr01,Billy McKinney,641856,mckinbi01,Shea Langeliers,669127,langesh01,Christian Lopes,547173,lopesch01,Gabriel Cancel,663708,Brewer Hicklen,676551,hicklbr01,Kyle Isbel,664728,isbelky01,Maikel Garcia,672580,garcima01,Clay Dungan,687867,Scott Barlow,605130,barlosc01,MJ Melendez,669004,melenmj01,Nick Pratto,668472,prattni01,Nate Eaton,681987,eatonna01,Montas,593423,montafr02,Grimm,518748,grimmju01,Puk,640462,pukaj01,Pruitt,643493,pruitau01,Selman,572125,selmasa01,Romero,673603,Zerpa,672582,zerpaan01,Heasley,669169,heasljo01,Cox,680735,coxau01,Staumont,622251,staumjo01,Brentz,641394,brentja01,"Barlow, S",605130,barlosc01
