game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2022-04-02,706828,3,4,7,Antonio Pinero,665836,Ernesto Martinez Jr.,667803,Jackson Chourio,694192,chourja01,Ashton McGee,671082,Korry Howell,676759,Brent Diaz,676919,Yeison Coca,665883,Eduardo Garcia,682633,Carlos D. Rodriguez,677578,Colin Davis,695342,Randy Bednar,676419,Tom Murphy,608596,murphto04,Cade Marlowe,687799,marloca01,Miguel Perez,673036,Riley Unroe,624523,James Parker,681466,Steven Souza Jr.,519306,souzast01,Jake Scheiner,676595,Burnes,669203,burneco01,"Williams, D",642207,willide03,Hitt,676334,Cousins,664776,cousija01,Gustave,594311,gustaja01,Gott,641627,gotttr01,Ray,592662,rayro02,Curvelo,681168,Romo,489265,romose01,Sewald,623149,sewalpa01,Steckenrider,608716,steckdr01
