game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID
2023-02-26,719376,8,2,10,Mike Antico,690443,Moisés Gómez,664332,Óscar Mercado,640458,mercaos01,Tres Barrera,668663,barretr01,Luken Baker,663609,bakerlu01,Taylor Motter,600301,motteta01,Juniel Querecuto,578570,quereju01,Masyn Winn,691026,winnma01,Jimmy Crooks,699625,Joe Rizzo,666143,Cameron Barstad,677319,Jacob Amaya,676070,amayaja01,Austin Allen,664119,allenau01,Brian Miller,675649,millebr03,Jordan Groshans,677954,groshjo01,Jake Mangum,663968,C.J. Hinojosa,546994,Peyton Burdick,680814,burdipe01,Mikolas,571945,mikolmi01,"Hudson, Dak",641712,hudsoda02,Helsley,664854,helslry01,"Hicks, J",663855,hicksjo03,Lunn,674086,VerHagen,572403,verhadr01,"Rodríguez, W",516853,rodriwi02,Leahy,681517,leahyky01,Cueto,456501,cuetojo01,"Pérez, Eu",691587,perezeu02,Stewart,663489,De Jesus,646241,dejesen01,Simpson,681006,Reynolds,669308
