game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2023-03-17,719074,4,4,8,Luis Vazquez,676679,vazqulu01,Bradlee Beesley,686977,Nelson Maldonado,663891,Andy Garriola,696513,Sergio Alcántara,642727,alcanse01,Jake Slaughter,670237,Dom Nuñez,624513,nunezdo01,Reivaj Garcia,678706,Zach Davis,667493,JJ Muno,676827,Terrell Tatum,695299,Adam Hackenberg,680753,Moisés Castillo,665940,Billy Hamilton,571740,hamilbi02,Jake Marisnick,545350,marisja01,Taylor Snyder,643549,Duke Ellis,668752,Yolbert Sanchez,691503,Neidert,663734,neideni01,Sanders,676742,Borucki,621366,borucry01,"Rodríguez, M",655889,rodrima01,Little,663893,littlbr02,Estrada,669093,estraje01,Clevinger,605182,clevimi01,Santos,666619,santogr01,"López, R",625643,lopezre01,Martin,663436,martida03
