game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-03-27,706925,4,3,7,Niko Goodrum,592348,goodrni01,Grae Kessinger,666197,kessigr01,Michael Papierski,657709,papiemi01,Alex McKenna,665173,Pedro León,694175,David Hensley,682073,henslda01,Alex De Goti,621008,degotal01,Michael Brantley,488726,brantmi02,Jordan Brewer,685084,Erik González,570481,gonzaer01,Brian Miller,675649,millebr03,Willians Astudillo,553902,astudwi01,Santiago Chávez,622700,Troy Johnston,687859,Roman Quinn,596451,quinnro01,Lorenzo Quintana,679727,Bryson Brigman,624417,Delino DeShields,592261,deshide02,"Garcia, L",677651,garcilu05,"Abreu, B",650556,abreubr01,Solomon,656981,solompe01,Mushinski,656786,mushipa01,"Paredes, E",660600,pareden01,"Martinez, S",661527,martise01,Luzardo,666200,luzarje01,Bass,542914,bassan01,Bleier,542947,bleieri01,Armstrong,542888,armstsh01,Dayton,594795,daytogr01,Okert,595345,okertst01,Brazoban,623211,brazohu01
