game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-06,641848,5,3,8,Jake Noll,669738,nollja01,Cody Wilson,680963,wilsoco01,Yasmany Tomás,630111,tomasya01,Jackson Cluff,687714,Blake Swihart,596119,swihabl01,Hernán Pérez,541650,perezhe01,Tres Barrera,668663,barretr01,Yadiel Hernandez,628450,hernaya01,Adrián Sanchez,506703,sanchad01,José Devers,672701,deverjo01,Joe Dunand,656388,dunanjo01,Brian Miller,675649,millebr03,Jon Berti,542932,bertijo01,Monte Harrison,656509,harrimo01,Lewis Brinson,621446,brinsle01,Brian Navarreto,640459,navarbr01,Lewin Díaz,650331,diazle01,Isan Díaz,656371,diazis01,Corbin,571578,corbipa01,"Hudson, Dan",543339,hudsoda01,Harris,501789,harriwi10,McFarland,519008,mcfartj01,"Guerra, Ja",457915,guerrja01,"Alcantara, S",645261,alcansa01,Bleier,542947,bleieri01,Castano,641447,castada01,Cimber,643256,cimbead01
