game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2022-04-03,706937,1,5,6,Jose Ramos,682947,Eddy Alvarez,657193,alvared01,Devin Mann,669471,Justin Yurchak,657144,Ryan Ward,669899,Hanser Alberto,593643,alberha01,Miguel Vargas,678246,vargami01,Tony Wolters,547172,wolteto01,Kevin Pillar,607680,pillake01,Austin Romine,519222,rominau01,Mike Trout,545361,troutmi01,Taylor Ward,621493,wardta01,Anthony Rendon,543685,rendoan01,Jose Rojas,670351,rojasjo02,Tyler Wade,642180,wadety01,Matt Duffy,622110,duffyma01,Jo Adell,666176,adelljo01,Jared Walsh,665120,walshja01,Buehler,621111,buehlwa01,Price,456034,priceda01,"Hudson, Dan",543339,hudsoda01,Graterol,660813,gratebr01,Syndergaard,592789,syndeno01,Herget,623474,hergeji01,Loup,571901,loupaa01,"Iglesias, R",628452,iglesra01
