game_id,game_date,runs_home,runs_away,runs_total,home_id,home_name,away_id,away_name,home_oddshark_id,away_oddshark_id,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID
746950,2024-06-05,9,0,9,111,Boston Red Sox,144,Atlanta Braves,27021,27009,Michael Harris II,671739,harrimi04,Austin Riley,663586,rileyau01,Marcell Ozuna,542303,ozunama01,Matt Olson,621566,olsonma02,Ozzie Albies,645277,albieoz01,Travis d'Arnaud,518595,darnatr01,Adam Duvall,594807,duvalad01,Jarred Kelenic,672284,kelenja01,Jarren Duran,680776,duranja01,Enmanuel Valdez,665839,valdeen01,Rob Refsnyder,608701,refsnro01,Rafael Devers,646240,deverra01,Tyler O'Neill,641933,oneilty01,Dominic Smith,642086,smithdo02,David Hamilton,666152,hamilda03,Ceddanne Rafaela,678882,rafaece01,Nick Pivetta,601713,pivetni01,Spencer Schwellenbach,680885,schwesp01,Zack Kelly,677161,kellyza01,Brad Keller,641745,kellebr01,Ray Kerr,678061,kerrra01,Jimmy Herget,623474,hergeji01
