game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2022-03-19,706993,3,9,12,Dalton Kelly,665138,Jonah Bride,681146,bridejo01,Jeremy Eierman,663369,Michael Reed,642002,Mickey McDonald,676782,mcdonmi01,Kevin Smith,675656,smithke05,Zack Gelof,680869,gelofza01,Logan Davidson,669722,Christian Lopes,547173,lopesch01,Lorenzo Cedrola,661411,Robbie Tenerowicz,642134,Isiah Gilliam,656462,Trey Amburgey,664011,amburtr01,Allan Cerda,678323,Cristian Santana,655996,Alejo Lopez,664670,lopezal03,Chuckie Robinson,642020,robinch04,Miguel Hernandez,665912,Manaea,640455,manaese01,Howard,641709,Snead,669912,sneadki01,Kolarek,592473,kolarad01,Castellani,624418,castery01,Lemoine,621082,lemoija01,"Jackson, Z",667427,jacksza02,Peluse,668761,Mahle,641816,mahlety01,"Green, N",643340,Godley,643327,godleza01,Lively,594902,livelbe01,Wingenter,622259,wingetr01,"Wynne, R",691094,wynnera01,Solomon,676660,solomja01
