game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-21,747872,8,9,17,Yoyner Fajardo,679938,Denny Bentley,681025,Dylan Neuse,681540,Misael Urbina,682618,Seth Gray,680799,Brian O'Keefe,657247,okeefbr01,Danny De Andrade,694185,Jake Rucker,696160,Rubel Cespedes,686438,Brady House,691781,Nasim Nuñez,683083,nunezna01,James Wood,695578,Trey Lipscomb,702358,lipsctr01,Alex Call,669743,callal02,Juan Yepez,660766,yepezju01,Jacob Young,696285,youngja03,Dylan Crews,686611,Israel Pineda,672832,pinedis01,Sands,663485,sandsco01,Bowman,621199,bowmama01,Staumont,622251,staumjo01,Duarte,650960,duartda01,Funderburk,681892,fundeko01,Bentley,681025,Williams,592866,willitr01,"Barnes, M",598264,barnema01,"Law, D",571882,lawde01,Finnegan,640448,finneky01,"Barnes, J",606930,barneja01,Weems,607179,weemsjo01
