gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID
662871,2022-09-07,8,4,12,Christian Yelich,592885,yelicch01,Willy Adames,642715,adamewi01,Hunter Renfroe,592669,renfrhu01,Andrew McCutchen,457705,mccutan01,Rowdy Tellez,642133,tellero01,Keston Hiura,669374,hiurake01,Luis Urías,649966,uriaslu01,Victor Caratini,605170,caratvi01,Tyrone Taylor,621438,tayloty01,Randal Grichuk,545341,grichra01,Yonathan Daza,602074,dazayo01,Charlie Blackmon,453568,blackch02,C.J. Cron,543068,croncj01,Brendan Rodgers,663898,rodgebr02,Michael Toglia,669911,toglimi01,Elias Díaz,553869,diazel01,Elehuris Montero,660707,monteel01,Alan Trejo,676701,trejoal01,Kyle Freeland,607536,freelky01,Eric Lauer,641778,lauerer01,Justin Lawrence,664875,lawreju01,Jake Bird,656234,birdja01,Luis Perdomo,606131,perdolu02,Brent Suter,608718,suterbr01,Jace Peterson,607054,peterja01
