game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2022-08-26,662710,2,2,Jorge Mateo,622761,mateojo01,Anthony Santander,623993,santaan02,Ryan McKenna,663630,mckenry01,Ryan Mountcastle,663624,mountry01,Adley Rutschman,668939,rutscad01,Rougned Odor,596059,odorro01,Austin Hays,669720,haysau01,Ramón Urías,602104,uriasra01,Cedric Mullins,656775,mullice01,Trey Mancini,641820,mancitr01,Kyle Tucker,663656,tuckeky01,Mauricio Dubón,643289,dubonma01,Alex Bregman,608324,bregmal01,Yuli Gurriel,493329,gourryu01,Jose Altuve,514888,altuvjo01,Jeremy Peña,665161,penaje02,Christian Vázquez,543877,vazquch01,Yordan Alvarez,670541,alvaryo01,Bradish,680694,bradiky01,"Pérez, C",672335,perezci01,Tate,622253,tatedi01,McCullers Jr.,621121,mcculla02,Javier,664299,javiecr01,"Smith, W",519293,smithwi04
