game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2022-03-28,706788,8,1,9,Victor Mesa,673516,Devin Hairston,670767,Griffin Conine,665052,Payton Henry,668721,henrypa01,Paul McIntosh,682192,Ray-Patrick Didder,642720,J.D. Orr,680785,Demetrius Sims,676443,Marcus Chiu,676722,Lucius Fox,665650,foxlu01,Chris Herrmann,543302,herrmch01,Andrew Stevenson,664057,stevean01,Tres Barrera,668663,barretr01,Richard Urena,620446,urenari01,Gerardo Parra,467827,parrage01,Yadiel Hernandez,628450,hernaya01,Adrián Sanchez,506703,sanchad01,Luis García Jr.,671277,garcilu04,"Cabrera, E",665795,cabreed02,Stewart,663489,Armstrong,542888,armstsh01,Poteet,547001,poteeco01,Bender,669622,bendean01,Zabala,656008,zabalan01,Corbin,571578,corbipa01,"Thompson, M",666168,thompma02,Adon,672851,adonjo01
