game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID
2023-03-06,719243,6,6,Connor Kokx,701634,Zack Collins,641470,colliza01,David Fry,681807,fryda01,Angel Martínez,682657,Julian Escobedo,686659,Milan Tolentino,675455,Chris Roller,676896,rollech01,José Tena,677588,tenajo01,Joe Naranjo,683172,Brett Phillips,621433,phillbr02,Kevin Padlo,656821,padloke01,Edgar Quero,700337,Michael Stefanic,683021,stefami01,Trey Cabbage,663550,cabbatr01,Mickey Moniak,666160,moniami01,Zach Neto,687263,netoza01,Kyren Paris,677347,parisky01,Jo Adell,666176,adelljo01,Civale,650644,civalaa01,"Clase, E",661403,claseem01,Curry,675540,curryxz01,Mikolajchak,679777,Herrin,682120,herriti01,"Smith, C",671922,smithca06,Canning,656288,cannigr01,"Holder, J",656547,holdejo02,"Webb, J",657097,webbja01,Estévez,608032,estevca01,Herget,623474,hergeji01,Ingram,688427,ingrako01,Yovan,668719,Murphy,684665
