game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID
2021-03-26,641696,3,7,10,Nick Yorke,694377,Jeter Downs,669023,downsje01,Gilberto Jimenez,678362,Triston Casas,671213,casastr01,César Puello,527049,puellce01,Roldani Baldwin,650380,Josh Ockimey,656807,Chad De La Guerra,664750,Michael Gettys,656455,Greg Jones,675659,Wander Franco,677551,francwa01,Tristan Gray,656484,graytr01,Garrett Whitley,663605,Miles Mastrobuoni,670156,mastrmi01,Xavier Edwards,669364,edwarxa01,Brett Sullivan,664954,sullibr01,René Pinto,650907,pintore02,Joseph Odom,641929,odomjo01,Ward,663658,wardth01,Blair,518464,German,681464,germafr02,Brewer,605155,breweco01,Walden,519393,waldema01,Hess,605276,hessda01,Strickland,519326,strichu01,Fleming,676596,flemijo01,Reed,642003,reedco01
