game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2021-03-02,641553,6,6,Caleb Hamilton,643348,hamilca01,Travis Blankenhorn,663905,blanktr01,Keon Broxton,542979,broxtke01,Jose Miranda,669304,miranjo01,Kyle Schmidt,686619,Byron Buxton,621439,buxtoby01,Gilberto Celestino,665482,celesgi01,Alex Kirilloff,666135,kirilal01,JT Riddle,595375,riddljt01,CJ Alexander,680769,Michael Harris II,671739,harrimi04,Sean Kazmar Jr.,453527,kazmase01,Bryce Ball,668787,Ryan Goins,572365,goinsry01,Terone Harris III,674677,Justin Dean,681909,Guillermo Heredia,628338,heredgu01,Shea Langeliers,669127,langesh01,"Barnes, C",656212,barnech01,Coulombe,543056,couloda01,"Law, D",571882,lawde01,Gibaut,664139,gibauia01,Waddell,663399,waddebr01,Winder,680739,windejo01,"Anderson, I",666120,anderia01,"Smith, W",519293,smithwi04,"Jones, N",518858,jonesna01,Muller,666205,mulleky01,"Hernández, D",678226,hernada03,"Webb, J",657097,webbja01
