game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2022-03-28,706935,2,7,9,Eric Thames,519346,thameer01,Dalton Kelly,665138,Sheldon Neuse,641914,neusesh01,Austin Allen,664119,allenau01,Stephen Vogt,519390,vogtst01,Mickey McDonald,676782,mcdonmi01,Drew Jackson,623515,jacksdr01,Max Schuemann,680474,schuema01,Christian Lopes,547173,lopesch01,Matt Thaiss,642136,thaisma01,Torii Hunter Jr.,641716,Jack Mayfield,608686,mayfija01,Orlando Martinez,678636,Jose Rojas,670351,rojasjo02,Andrew Velazquez,623205,velazan01,Tyler Wade,642180,wadety01,Brandon Marsh,669016,marshbr02,Magneuris Sierra,642423,sierrma01,Blackburn,621112,blackpa01,Grimm,518748,grimmju01,Oller,670124,ollerad01,Selman,572125,selmasa01,Syndergaard,592789,syndeno01,Mayers,594577,mayermi01,"Iglesias, R",628452,iglesra01,Tepera,572193,teperry01,Loup,571901,loupaa01,Quijada,650671,quijajo01
