game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_7_bbrefID,Away_P_8_Name,Away_P_8_ID,Away_P_8_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID
2023-03-01,719326,8,4,12,José Peraza,606299,perazjo01,Ronny Mauricio,677595,mauriro01,Kevin Parada,691006,Mark Vientos,668901,vientma01,Brett Baty,683146,batybr01,DJ Stewart,621466,stewadj01,Michael Pérez,605421,perezmi03,Agustin Ruiz,672361,Alex Ramírez,691267,Jerar Encarnación,666464,encarje01,Cameron Barstad,677319,Nasim Nuñez,683083,nunezna01,Jacob Amaya,676070,amayaja01,Brian Miller,675649,millebr03,Jacob Berry,694351,Troy Johnston,687859,Xavier Edwards,669364,edwarxa01,Peyton Burdick,680814,burdipe01,Megill,656731,megilty01,"Raley, B",548384,raleybr01,Nogosek,668665,nogosst01,Muckenhirn,669105,muckeza01,Coonrod,656322,coonrsa01,Yacabonis,642231,yacabji01,"Walker, J",677020,walkejo03,Hartwig,701643,hartwgr01,"Alcantara, S",645261,alcansa01,Floro,571670,florody01,"Gonzalez, C",592346,gonzach01,Puckett,657252,Hoeing,663773,hoeinbr01,Stewart,663489,Reynolds,669308
