game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-10,748027,1,12,13,Tim Tawa,694374,Cole Roberts,689731,Neyfy Castillo,678689,Sheng-Ping Chen,691283,Gavin Logan,678099,Wilderd Patiño,679741,Jose Fernandez,699912,Brett Johnson,805842,Jancarlos Cintron,676857,Jose Ramos,682947,Ryan Ward,669899,Kevin Padlo,656821,padloke01,Chris Owings,572008,owingch01,Drew Avans,682183,Miguel Vargas,678246,vargami01,Trey Sweeney,700242,Austin Gauthier,702789,Austin Barnes,605131,barneau01,Pfaadt,694297,pfaadbr01,Baker,696508,"Castillo, J",620454,castijo03,Frías,666818,friaslu01,"Nelson, K",669459,nelsoky01,Montes De Oca,801216,Grammes,682202,Stone,694813,stonega01,Lamet,659275,lametdi01,Gowdy,666151,Morillo,666661,Crismatt,622503,crismna01,Rooney,680701
