game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID
2021-03-29,642161,8,3,11,Dalton Kelly,665138,Moisés Gómez,664332,Esteban Quiroz,606019,quiroes01,Tristan Gray,656484,graytr01,Garrett Whitley,663605,Miles Mastrobuoni,670156,mastrmi01,Xavier Edwards,669364,edwarxa01,Brett Sullivan,664954,sullibr01,René Pinto,650907,pintore02,Yusniel Díaz,666783,diazyu01,Maikel Franco,596748,francma02,Ryan McKenna,663630,mckenry01,Pat Valaika,642162,valaipa01,Chance Sisco,642082,siscoch01,Ramón Urías,602104,uriasra01,Adley Rutschman,668939,rutscad01,Tyler Nevin,663527,nevinty01,Stevie Wilkerson,592859,wilkest01,Hill,448179,hillri01,Allie,592105,"Ríos, Y",605441,riosya01,Zimmermann,669145,zimmebr02,LeBlanc,453281,leblawa01,Fry,643316,frypa01
