game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-20,747887,12,12,Joshua Palacios,641943,palacjo01,Nick Gonzales,693304,gonzani01,Maikol Escotto,683500,Edward Olivares,658668,olivaed02,Malcom Nuñez,682650,Billy McKinney,641856,mckinbi01,Alika Williams,675961,willial04,Gilberto Celestino,665482,celesgi01,Grant Koch,667428,Oscar Gonzalez,660757,gonzaos01,Luis Torrens,620443,torrelu01,Kyle Battle,690350,Oswaldo Cabrera,665828,cabreos01,Jose Rojas,670351,rojasjo02,Luis González,670768,gonzalu03,Jordan Groshans,677954,groshjo01,Alexander Vargas,683061,Ben Rortvedt,666163,rortvbe01,"Gonzales, M",594835,gonzama02,Ryan,656924,ryanry01,Honeywell,641703,honeybr01,Priester,682990,priesqu01,Weaver,596133,weavelu01,"González, V",624647,gonzavi02,Holmes,605280,holmecl01,"Hamilton, I",641656,hamilia01,Ferguson,657571,ferguca01,Burdi,595897,burdini01,Andrews,677076,andrecl02
