game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_6_Name,Away_P_6_ID,Away_P_7_Name,Away_P_7_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2024-02-28,748195,12,3,15,Collin Burns,700936,Frederick Bencosme,695930,Billy Cook,695257,Kyle Stowers,669065,stoweky01,Coby Mayo,691723,John Rhodes,687981,Errol Robinson,642021,Daniel Johnson,669288,johnsda07,Michael Pérez,605421,perezmi03,Jair Camargo,665856,camarja01,Alex Isola,684576,Maddux Houghton,806368,Willie Joe Garry Jr.,681831,Carson McCusker,676812,Danny De Andrade,694185,Michael Helman,680737,Jake Rucker,696160,Chris Williams,675910,Kremer,665152,kremede01,Baker,641329,bakerbr01,Heasley,669169,heasljo01,"Suárez, Al",544150,suareal01,"González, L",593574,Charles,664301,"Watson, R",670245,"López, P",641154,lopezpa01,"Duran, J",661395,duranjh01,Boyle,664082,Topa,623437,topaju01,Schulfer,662165,"Jackson, J",543351,jacksja01,Balazovic,666364,balazjo02,Gunkel,641646
