game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-21,719025,3,4,7,Troy Schreffler,687285,Vimael Machín,605353,machivi01,Vito Friscia,687347,Madison Stokes,657010,Jack Conley,663660,Oliver Dunn,686554,dunnol01,Weston Wilson,642215,wilsowe01,Garrett Whitley,663605,Uziel Viloria,691598,Canaan Smith-Njigba,675986,smithca05,Miguel Andujar,609280,andujmi01,Rodolfo Castro,666801,castrro01,Travis Swaggerty,680552,swaggtr01,Tyler Heineman,623168,heinety01,Ji Hwan Bae,678225,baeji01,Chavez Young,669945,Chris Owings,572008,owingch01,Drew Maggi,543482,maggidr01,Strahm,621381,strahma01,Bellatti,571479,bellaan01,Moore,686842,mooremc01,Jewell,657228,jewelja01,Skirrow,659418,Brubaker,664141,brubajt01,"Stephenson, R",596112,stephro01,Moreta,664294,moretda01,"Ramírez, Y",670990,ramiryo01,"De Los Santos, Y",660787,delosye01
