game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2021-03-01,642102,10,10,Ryan Vilade,668723,viladry01,Yonathan Daza,602074,dazayo01,Connor Joe,656582,joeco01,Jameson Hannah,680683,Alan Trejo,676701,trejoal01,Brendan Rodgers,663898,rodgebr02,Chris Rabago,657253,Greg Bird,595885,birdgr01,Colton Welker,666213,welkeco01,Omar Estévez,666784,Elliot Soto,519303,sotoel01,Tim Federowicz,543148,federti01,Devin Mann,669471,Michael Busch,683737,buschmi02,Andy Pages,681624,pagesan01,James Outman,681546,outmaja01,Rangel Ravelo,592660,ravelra01,Zach Reks,676646,reksza01,"Rodríguez, D",605446,rodride01,Bowden,641386,bowdebe01,"Gonzalez, B",656473,"Clarkin, I",624420,Olivarez,672487,Bauer,545333,bauertr01,Gonsolin,664062,gonsoto01,Jansen,445276,janseke01,Treinen,595014,treinbl01,"González, V",624647,gonzavi02
