game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-17,747920,2,2,Ehire Adrianza,501303,adriaeh01,Willie Calhoun,641432,calhowi01,Livan Soto,670869,sotoli01,Cole Fontenelle,694304,Nolan Schanuel,694384,schanno01,Jake Marisnick,545350,marisja01,Miguel Sanó,593934,sanomi01,Jo Adell,666176,adelljo01,Chad Wallach,595453,wallach01,A.J. Vukovich,691021,Neyfy Castillo,678689,Sheng-Ping Chen,691283,Jesus Valdez,678232,Nick Dalesandro,663807,Ivan Melendez,699471,Wilderd Patiño,679741,Christian Cerda,692416,Jackson Feltner,801822,Sandoval,663776,sandopa02,Moore,519043,moorema02,Cimber,643256,cimbead01,"Thomas, T",668869,Hernandez,669443,Gallen,668678,galleza01,Mabrey,801412,"Thompson, R",657044,thompry02,McGough,543518,mcgousc01,Ginkel,656464,ginkeke01,Castro,612434,castrmi01
