game_date,gamepk,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_5_Name,Home_P_5_ID
2024-03-09,748051,4,4,Wilyer Abreu,677800,abreuwi02,Bobby Dalbec,666915,dalbebo01,Tyler Heineman,623168,heinety01,Enmanuel Valdez,665839,valdeen01,Pablo Reyes,622569,reyespa01,Rob Refsnyder,608701,refsnro01,Reese McGuire,624512,mcguire01,David Hamilton,666152,hamilda03,Romy Gonzalez,663853,gonzaro01,Niko Hulsizer,680881,Junior Caminero,691406,caminju01,Jose Siri,642350,sirijo01,Harold Ramírez,623912,ramirha02,José Caballero,676609,cabaljo01,Ronny Simon,682927,Curtis Mead,678554,meadcu01,Logan Driscoll,686482,Jonathan Aranda,666018,arandjo01,"Crawford, K",676710,crawfku01,Campbell,663462,campbis01,Winckowski,670174,winckjo01,Bernardino,657514,bernabr01,Guerrero,692285,Curet,692414,Waguespack,621097,wagueja01,Uceta,670955,ucetaed01,"Jimenez, A",682607,Mejia,684871
