game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID
2024-03-15,747953,6,1,7,Micah Pries,687588,Daniel Schneemann,682177,Petey Halpin,690984,Deyvison De Los Santos,691277,Jake Fox,695780,Christian Cairo,686551,David Fry,681807,fryda01,Dom Nuñez,624513,nunezdo01,Raynel Delgado,669384,Tucker Bradley,674646,CJ Alexander,680769,Peyton Wilson,686523,Blake Mitchell,805810,Carson Roccaforte,811287,Gavin Cross,688457,Leonel Valera,665987,Javier Vaz,805834,Sandy León,506702,leonsa01,Beede,595881,beedety01,"Barlow, S",605130,barlosc01,Herrin,682120,herriti01,"Smith, C",671922,smithca06,Singer,663903,singebr01,"Smith, W",519293,smithwi04,"Stratton, C",608717,stratch01,"Anderson, N",623433,anderni01,Sauer,669422,sauerma01,Guerrero,694553
