game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID
2023-03-24,718979,3,6,9,Kody Clemens,665019,clemeko01,Jake Cave,595909,caveja01,Wendell Rijo,620442,Edmundo Sosa,624641,sosaed01,Scott Kingery,664068,kingesc01,Jim Haley,670113,Jack Conley,663660,Freylin Minyety,700824,John Hicks,543308,hicksjo02,Robert Robertis,692508,Miguel Hiraldo,677599,Estiven Machado,692497,Yeuni Munoz,699097,Peyton Williams,805268,Tucker Toman,702283,Yhoangel Aponte,699082,Brandon Belt,474832,beltbr01,Rob Brantly,542963,brantro01,Domínguez,622554,dominse01,"Soto, G",642397,sotogr01,Moore,686842,mooremc01,Schulze,679630,"Marte, Y",628708,marteyu01,Lindow,676600,Manoah,666201,manoaal01,Bass,542914,bassan01,"Richards, T",670950,richatr01,Thornton,663423,thorntr01,"García, Y",554340,garciyi01
