game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID
2024-03-11,748015,1,1,Matt Fraizer,670208,Lonnie White Jr.,696145,Jack Brannigan,687394,Carter Bins,670190,Joe Perez,669309,perezjo02,Edward Olivares,658668,olivaed02,Rodolfo Nolasco,683616,Termarr Johnson,702261,Tsung-Che Cheng,691907,Nick Yorke,694377,Joe Dunand,656388,dunanjo01,Jamie Westbrook,642197,Nick Sogard,686765,Marcelo Mayer,691785,Tyler McDonough,694812,Mark Kolozsvary,656627,kolozma01,Nick Decker,678006,Dalton Guthrie,656495,guthrda01,Falter,663559,falteba01,Honeywell,641703,honeybr01,"Hernandez, J",669796,hernajo03,Ryan,656924,ryanry01,Selby,681882,selbyco01,Criswell,681867,criswco01,Jacques,682175,jacqujo01,Shugart,663767,Booser,592155,booseca01,Benitez,676221,Luetge,476595,luetglu01
