game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Away_P_7_Name,Away_P_7_ID,Away_P_8_Name,Away_P_8_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID,Home_P_8_Name,Home_P_8_ID
2022-04-05,706834,7,7,14,Austin Allen,664119,allenau01,Seth Brown,664913,brownse01,Kevin Smith,675656,smithke05,Carlos Amaya,692650,Dereck Salom,678828,Skye Bolt,621450,boltsk01,Jose Escorche,683536,Billy McKinney,641856,mckinbi01,Elvis Peralta,669687,Jacob Heyward,641689,Victor Bericoto,682674,Brett Auerbach,682266,Luke Williams,663897,willilu01,Ghordy Santos,672775,Abdiel Layer,676075,Armani Smith,669702,Joey Bart,663698,bartjo01,Carter Aldrete,666177,Jefferies,641726,jeffeda01,Snead,669912,sneadki01,Puk,640462,pukaj01,Moll,594580,mollsa01,Grimm,518748,grimmju01,Trivino,642152,trivilo01,Conley,676785,"Brown, Aa",606939,Wood,622072,woodal02,Rashi,688497,Schimpf,656937,Littell,641793,litteza01,Doval,666808,dovalca01,Beede,595881,beedety01,Avila,687014,avilani01,Moreno,672382
