game_date,gamepk,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_4_Name,Away_P_4_ID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2023-03-14,719128,1,1,John Garcia,801039,Yamal Encarnacion,699043,Sandro Gaston,801228,Will Wagner,695238,Alex McKenna,665173,Dauri Lorenzo,691184,Jordan Brewer,685084,Richi Gonzalez,691478,Zach Daniels,671113,Harrison Spohn,695461,Zach Zubia,687036,Cobie Fletcher-Vance,664697,Griffin Conine,665052,Brian Miller,675649,millebr03,Alex De Goti,621008,degotal01,Santiago Chávez,622700,Osiris Johnson,677341,C.J. Hinojosa,546994,Murray,681151,"Paredes, E",660600,pareden01,Solis,672810,Endersby,684544,Conn,681958,Castano,641447,castada01,Puckett,657252,"Barnes, M",598264,barnema01,Chargois,608638,chargjt01,"Sanchez, F",692845,"Garcia, Ro",676395,garciro04,Hoeing,663773,hoeinbr01
