gamepk,game_date,runs_home,runs_away,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter1_bbrefID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter3_bbrefID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter4_bbrefID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter7_bbrefID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Away_Batter9_bbrefID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter8_bbrefID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID
634283,2021-05-06,2,0,2,Kolten Wong,543939,wongko01,Daniel Vogelbach,596129,vogelda01,Tyrone Taylor,621438,tayloty01,Travis Shaw,543768,shawtr01,Jackie Bradley Jr.,598265,bradlja02,Luis Urías,649966,uriaslu01,Billy McKinney,641856,mckinbi01,Luke Maile,571912,mailelu01,Brandon Woodruff,605540,woodrbr01,Andrew McCutchen,457705,mccutan01,Brad Miller,543543,millebr02,Rhys Hoskins,656555,hoskirh01,Didi Gregorius,544369,gregodi01,Alec Bohm,664761,bohmal01,Andrew Knapp,595284,knappan01,Nick Maton,665155,matonni01,Odúbel Herrera,546318,herreod01,Zack Wheeler,554430,wheelza01,Zack Wheeler,554430,wheelza01,Brandon Woodruff,605540,woodrbr01,Angel Perdomo,622780,perdoan01
