game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter2_bbrefID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter6_bbrefID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter8_bbrefID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_6_bbrefID,Home_P_7_Name,Home_P_7_ID,Home_P_8_Name,Home_P_8_ID,Home_P_8_bbrefID
2024-03-22,747855,6,8,14,Francisco Urbaez,688005,Bubba Thompson,669352,thompbu01,Logan Tanner,683091,Johnny Ascanio,691392,Ivan Johnson,671155,Erik González,570481,gonzaer01,Dominic Pitelli,694689,Jacob Hurtubise,674441,hurtuja01,Ethan O'Donnell,807751,Max Muncy,691777,Drew Lugbauer,656666,Cameron Masterman,690904,Jonny Butler,695358,Jeisson Rosario,671271,Armando Alvarez,669137,Jack Winkler,676466,Danny Bautista Jr.,679751,Daniel Susac,691740,Ashcraft,668933,ashcrgr01,Bruihl,677865,bruihju01,Antone,622088,antonte01,"Cruz, F",518585,cruzfe01,"Moore, A",681097,Wood,622072,woodal02,"Jackson, Z",667427,jacksza02,"Jiménez, D",666204,jimenda01,"Miller, M",695243,millema03,"Kelly, M",547184,kellymi03,Muller,666205,mulleky01,Sullivan,676907,Lucas,687922,lucasea01
