game_date,gamepk,runs_away,runs_home,runs_total,Away_Batter1_Name,Away_Batter1_ID,Away_Batter2_Name,Away_Batter2_ID,Away_Batter3_Name,Away_Batter3_ID,Away_Batter4_Name,Away_Batter4_ID,Away_Batter5_Name,Away_Batter5_ID,Away_Batter5_bbrefID,Away_Batter6_Name,Away_Batter6_ID,Away_Batter7_Name,Away_Batter7_ID,Away_Batter8_Name,Away_Batter8_ID,Away_Batter9_Name,Away_Batter9_ID,Home_Batter1_Name,Home_Batter1_ID,Home_Batter1_bbrefID,Home_Batter2_Name,Home_Batter2_ID,Home_Batter2_bbrefID,Home_Batter3_Name,Home_Batter3_ID,Home_Batter3_bbrefID,Home_Batter4_Name,Home_Batter4_ID,Home_Batter4_bbrefID,Home_Batter5_Name,Home_Batter5_ID,Home_Batter5_bbrefID,Home_Batter6_Name,Home_Batter6_ID,Home_Batter6_bbrefID,Home_Batter7_Name,Home_Batter7_ID,Home_Batter7_bbrefID,Home_Batter8_Name,Home_Batter8_ID,Home_Batter9_Name,Home_Batter9_ID,Home_Batter9_bbrefID,Away_SP_Name,Away_SP_ID,Away_SP_bbrefID,Away_P_2_Name,Away_P_2_ID,Away_P_2_bbrefID,Away_P_3_Name,Away_P_3_ID,Away_P_3_bbrefID,Away_P_4_Name,Away_P_4_ID,Away_P_4_bbrefID,Away_P_5_Name,Away_P_5_ID,Away_P_5_bbrefID,Away_P_6_Name,Away_P_6_ID,Away_P_6_bbrefID,Home_SP_Name,Home_SP_ID,Home_SP_bbrefID,Home_P_2_Name,Home_P_2_ID,Home_P_2_bbrefID,Home_P_3_Name,Home_P_3_ID,Home_P_3_bbrefID,Home_P_4_Name,Home_P_4_ID,Home_P_4_bbrefID,Home_P_5_Name,Home_P_5_ID,Home_P_5_bbrefID,Home_P_6_Name,Home_P_6_ID,Home_P_7_Name,Home_P_7_ID,Home_P_7_bbrefID
2024-03-04,748109,2,5,7,Tim Tawa,694374,Tommy Troy,694371,Kevin Graham,681184,Sheng-Ping Chen,691283,Blaze Alexander,677942,alexabl01,Adrian Del Castillo,680728,Kristian Robinson,677565,Brett Johnson,805842,Jancarlos Cintron,676857,Mark Payton,592622,paytoma01,Braden Shewmake,669699,shewmbr01,Gavin Sheets,657757,sheetga01,Zach Remillard,621545,remilza01,Danny Mendick,664901,mendida01,Rafael Ortega,542364,ortegra01,Korey Lee,686676,leeko01,Colson Montgomery,695657,Dominic Fletcher,666150,fletcdo01,Pfaadt,694297,pfaadbr01,Henry,674072,henryto01,Hughes,676714,hughebr01,"Thompson, R",657044,thompry02,"Castellanos, H",528748,castehu01,Frías,666818,friaslu01,Soroka,647336,sorokmi01,Flexen,623167,flexech01,Leone,608678,leonedo01,Chavez,445926,chaveje01,"Anderson, J",605121,anderju01,Horn,690544,Banks,621383,banksta01
